,date,Title,Price,Links,avg_temp,avg_rain,avg_humidity
0,2018-12-16,"Assorted cars, trucks and planes",1,https://boston.craigslist.org/nos/tag/d/reading-assorted-cars-trucks-and-planes/7036072734.html,39.05214285714287,0.041430188679245285,0.7559693877551021
1,2018-12-16,"05 fordMINT! 200hp TAURUS""sel!"" 2 to choose!",1595,https://boston.craigslist.org/gbs/cto/d/medford-05-fordmint-200hp-taurussel-2/7039800544.html,39.05214285714287,0.041430188679245285,0.7559693877551021
2,2018-12-16,2007 VOLVO s80  loaded! ma. inspected!  +LOW MILES!,2975,https://boston.craigslist.org/gbs/cto/d/medford-2007-volvo-s80-loaded-ma/7039799831.html,39.05214285714287,0.041430188679245285,0.7559693877551021
3,2018-12-16,2002 1 owner HONDA! loaded se xmas gift!!!,1595,https://boston.craigslist.org/gbs/cto/d/barre-owner-honda-loaded-se-xmas-gift/7039799122.html,39.05214285714287,0.041430188679245285,0.7559693877551021
4,2018-12-16,IROC Camaro Parts 1986   HAVE 2 OTHER PARTS CARS,0,https://boston.craigslist.org/bmw/pts/d/iroc-camaro-parts-1986-have-2-other/7022923733.html,39.05214285714287,0.041430188679245285,0.7559693877551021
5,2018-12-16,IROC Camaro Parts 1986   HAVE 2 OTHER PARTS CARS,0,https://boston.craigslist.org/bmw/pts/d/iroc-camaro-parts-1986-have-2-other/7025369621.html,39.05214285714287,0.041430188679245285,0.7559693877551021
6,2018-12-16,1970 Chevy el Camino ss,7500,https://boston.craigslist.org/gbs/cto/d/corinth-1970-chevy-el-camino-ss/7039796375.html,39.05214285714287,0.041430188679245285,0.7559693877551021
7,2018-12-16,"2012 Ford F-150 Lariat SuperCab 5.0L V8, nav, rear cam, we finance",14997,https://boston.craigslist.org/nos/ctd/d/middleton-2012-ford-150-lariat-supercab/7039793526.html,39.05214285714287,0.041430188679245285,0.7559693877551021
8,2018-12-16,2011 SUBARU IMPREZA SEDAN AWD,6200,https://boston.craigslist.org/gbs/cto/d/hudson-2011-subaru-impreza-sedan-awd/7039791582.html,39.05214285714287,0.041430188679245285,0.7559693877551021
9,2018-12-16,2012 Toyota Sienna LE 8 Passenger 4dr Mini Van l4 - EASY FINANCING!,10998,https://boston.craigslist.org/bmw/ctd/d/waltham-2012-toyota-sienna-le-8/7039792431.html,39.05214285714287,0.041430188679245285,0.7559693877551021
